,GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM,NEW_Y
1771,Shot Chart Detail,0021700011,10,1626157,Karl-Anthony Towns,1610612750,Minnesota Timberwolves,1,11,14,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,20,-113,169,1,0,20171018,SAS,MIN,103.75941958157229
1772,Shot Chart Detail,0021700011,12,202710,Jimmy Butler,1610612750,Minnesota Timberwolves,1,11,9,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,199,152,1,1,20171018,SAS,MIN,266.89270356873556
1774,Shot Chart Detail,0021700011,16,202710,Jimmy Butler,1610612750,Minnesota Timberwolves,1,10,32,Missed Shot,Driving Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-11,6,1,0,20171018,SAS,MIN,-0.3508529610858826
1775,Shot Chart Detail,0021700011,21,201959,Taj Gibson,1610612750,Minnesota Timberwolves,1,10,21,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,22,-225,16,1,0,20171018,SAS,MIN,-113.9038105676658
1776,Shot Chart Detail,0021700011,25,201959,Taj Gibson,1610612750,Minnesota Timberwolves,1,9,59,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-16,-1,1,0,20171018,SAS,MIN,-10.237604307034012
1777,Shot Chart Detail,0021700011,28,201959,Taj Gibson,1610612750,Minnesota Timberwolves,1,9,51,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,15,154,4,1,1,20171018,SAS,MIN,92.91194145520237
1779,Shot Chart Detail,0021700011,31,1626157,Karl-Anthony Towns,1610612750,Minnesota Timberwolves,1,9,13,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,16,-129,100,1,0,20171018,SAS,MIN,25.521815274538284
1782,Shot Chart Detail,0021700011,41,202710,Jimmy Butler,1610612750,Minnesota Timberwolves,1,8,19,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,166,185,1,1,20171018,SAS,MIN,280.84014468547787
1783,Shot Chart Detail,0021700011,48,203952,Andrew Wiggins,1610612750,Minnesota Timberwolves,1,7,57,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,28,104,260,1,1,20171018,SAS,MIN,320.0444279957211
1785,Shot Chart Detail,0021700011,52,201952,Jeff Teague,1610612750,Minnesota Timberwolves,1,7,33,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,70,250,1,0,20171018,SAS,MIN,290.4145188432738
1787,Shot Chart Detail,0021700011,57,203952,Andrew Wiggins,1610612750,Minnesota Timberwolves,1,7,5,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,17,-135,117,1,0,20171018,SAS,MIN,39.05771365940052
1788,Shot Chart Detail,0021700011,64,1626157,Karl-Anthony Towns,1610612750,Minnesota Timberwolves,1,6,35,Made Shot,Driving Floating Jump Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,1,24,1,1,20171018,SAS,MIN,24.577350269189626
1790,Shot Chart Detail,0021700011,68,202710,Jimmy Butler,1610612750,Minnesota Timberwolves,1,6,0,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-4,11,1,1,20171018,SAS,MIN,8.690598923241497
1793,Shot Chart Detail,0021700011,87,202710,Jimmy Butler,1610612750,Minnesota Timberwolves,1,4,52,Missed Shot,Turnaround Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,17,153,79,1,0,20171018,SAS,MIN,167.33459118601274
1795,Shot Chart Detail,0021700011,94,201952,Jeff Teague,1610612750,Minnesota Timberwolves,1,4,19,Missed Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,21,-51,205,1,0,20171018,SAS,MIN,175.55513627132908
1797,Shot Chart Detail,0021700011,100,201959,Taj Gibson,1610612750,Minnesota Timberwolves,1,3,40,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-9,8,1,0,20171018,SAS,MIN,2.803847577293368
1799,Shot Chart Detail,0021700011,103,203952,Andrew Wiggins,1610612750,Minnesota Timberwolves,1,3,0,Made Shot,Cutting Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-3,5,1,1,20171018,SAS,MIN,3.267949192431123
1804,Shot Chart Detail,0021700011,122,2037,Jamal Crawford,1610612750,Minnesota Timberwolves,1,1,50,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,14,101,108,1,1,20171018,SAS,MIN,166.3123771881522
1807,Shot Chart Detail,0021700011,151,203476,Gorgui Dieng,1610612750,Minnesota Timberwolves,1,1,11,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,4,1,0,20171018,SAS,MIN,4.0
1808,Shot Chart Detail,0021700011,128,203476,Gorgui Dieng,1610612750,Minnesota Timberwolves,1,1,11,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-3,37,1,0,20171018,SAS,MIN,35.267949192431125
1810,Shot Chart Detail,0021700011,135,201959,Taj Gibson,1610612750,Minnesota Timberwolves,1,0,45,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-2,0,1,1,20171018,SAS,MIN,-1.1547005383792515
1812,Shot Chart Detail,0021700011,145,2037,Jamal Crawford,1610612750,Minnesota Timberwolves,1,0,0,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,15,-158,-20,1,0,20171018,SAS,MIN,-111.22134253196087
1813,Shot Chart Detail,0021700011,147,203476,Gorgui Dieng,1610612750,Minnesota Timberwolves,1,0,0,Made Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,-6,1,1,20171018,SAS,MIN,-6.0
1815,Shot Chart Detail,0021700011,169,203498,Shabazz Muhammad,1610612750,Minnesota Timberwolves,2,11,18,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-31,51,1,0,20171018,SAS,MIN,33.1021416551216
1816,Shot Chart Detail,0021700011,171,203498,Shabazz Muhammad,1610612750,Minnesota Timberwolves,2,11,12,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-5,14,1,0,20171018,SAS,MIN,11.113248654051871
1818,Shot Chart Detail,0021700011,180,202357,Nemanja Bjelica,1610612750,Minnesota Timberwolves,2,10,41,Missed Shot,Pullup Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,16,47,1,0,20171018,SAS,MIN,56.23760430703401
1821,Shot Chart Detail,0021700011,187,202357,Nemanja Bjelica,1610612750,Minnesota Timberwolves,2,10,8,Missed Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,18,10,1,0,20171018,SAS,MIN,20.392304845413264
1822,Shot Chart Detail,0021700011,189,1626157,Karl-Anthony Towns,1610612750,Minnesota Timberwolves,2,10,5,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,13,9,1,0,20171018,SAS,MIN,16.505553499465137
1823,Shot Chart Detail,0021700011,193,1626145,Tyus Jones,1610612750,Minnesota Timberwolves,2,9,56,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,11,8,1,1,20171018,SAS,MIN,14.350852961085883
1825,Shot Chart Detail,0021700011,205,1626157,Karl-Anthony Towns,1610612750,Minnesota Timberwolves,2,9,24,Made Shot,Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,0,11,1,1,20171018,SAS,MIN,11.0
1829,Shot Chart Detail,0021700011,219,203498,Shabazz Muhammad,1610612750,Minnesota Timberwolves,2,7,56,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-21,51,1,0,20171018,SAS,MIN,38.87564434701786
1831,Shot Chart Detail,0021700011,234,1626157,Karl-Anthony Towns,1610612750,Minnesota Timberwolves,2,7,16,Made Shot,Cutting Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,5,0,1,1,20171018,SAS,MIN,2.8867513459481287
1833,Shot Chart Detail,0021700011,239,1626157,Karl-Anthony Towns,1610612750,Minnesota Timberwolves,2,6,33,Missed Shot,Driving Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-9,40,1,0,20171018,SAS,MIN,34.80384757729337
1835,Shot Chart Detail,0021700011,252,201959,Taj Gibson,1610612750,Minnesota Timberwolves,2,5,55,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,13,-131,24,1,0,20171018,SAS,MIN,-51.632885263840976
1837,Shot Chart Detail,0021700011,256,203476,Gorgui Dieng,1610612750,Minnesota Timberwolves,2,5,17,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,15,155,5,1,0,20171018,SAS,MIN,94.48929172439199
1838,Shot Chart Detail,0021700011,271,203952,Andrew Wiggins,1610612750,Minnesota Timberwolves,2,4,57,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,19,-139,132,1,0,20171018,SAS,MIN,51.74831258264203
1839,Shot Chart Detail,0021700011,276,203476,Gorgui Dieng,1610612750,Minnesota Timberwolves,2,4,33,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,175,189,1,0,20171018,SAS,MIN,290.0362971081845
1841,Shot Chart Detail,0021700011,281,202710,Jimmy Butler,1610612750,Minnesota Timberwolves,2,4,21,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,36,-1,1,0,20171018,SAS,MIN,19.784609690826528
1843,Shot Chart Detail,0021700011,285,201959,Taj Gibson,1610612750,Minnesota Timberwolves,2,3,57,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,18,136,121,1,0,20171018,SAS,MIN,199.5196366097891
1844,Shot Chart Detail,0021700011,296,202710,Jimmy Butler,1610612750,Minnesota Timberwolves,2,3,34,Missed Shot,Pullup Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,14,61,136,1,0,20171018,SAS,MIN,171.21836642056718
1846,Shot Chart Detail,0021700011,301,1626157,Karl-Anthony Towns,1610612750,Minnesota Timberwolves,2,3,4,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,20,180,90,1,1,20171018,SAS,MIN,193.92304845413264
1849,Shot Chart Detail,0021700011,306,201959,Taj Gibson,1610612750,Minnesota Timberwolves,2,2,25,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,30,-7,1,0,20171018,SAS,MIN,10.320508075688771
1850,Shot Chart Detail,0021700011,310,201959,Taj Gibson,1610612750,Minnesota Timberwolves,2,2,14,Made Shot,Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-3,4,1,1,20171018,SAS,MIN,2.267949192431123
1852,Shot Chart Detail,0021700011,314,201952,Jeff Teague,1610612750,Minnesota Timberwolves,2,1,46,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-96,231,1,1,20171018,SAS,MIN,175.57437415779594
1856,Shot Chart Detail,0021700011,331,203952,Andrew Wiggins,1610612750,Minnesota Timberwolves,2,0,12,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,147,226,1,1,20171018,SAS,MIN,310.87048957087495
1861,Shot Chart Detail,0021700011,349,202710,Jimmy Butler,1610612750,Minnesota Timberwolves,3,11,19,Made Shot,Alley Oop Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-5,5,1,1,20171018,SAS,MIN,2.1132486540518713
1864,Shot Chart Detail,0021700011,361,203952,Andrew Wiggins,1610612750,Minnesota Timberwolves,3,10,10,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,-35,65,1,0,20171018,SAS,MIN,44.792740578363095
1866,Shot Chart Detail,0021700011,365,201959,Taj Gibson,1610612750,Minnesota Timberwolves,3,9,47,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-231,6,1,0,20171018,SAS,MIN,-127.36791218280354
1868,Shot Chart Detail,0021700011,375,1626157,Karl-Anthony Towns,1610612750,Minnesota Timberwolves,3,9,9,Made Shot,Turnaround Hook Shot,2PT Field Goal,In The Paint (Non-RA),Left Side(L),8-16 ft.,9,-55,83,1,1,20171018,SAS,MIN,51.245735194570585
1870,Shot Chart Detail,0021700011,379,203952,Andrew Wiggins,1610612750,Minnesota Timberwolves,3,8,38,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,122,235,1,1,20171018,SAS,MIN,305.43673284113436
1874,Shot Chart Detail,0021700011,389,203952,Andrew Wiggins,1610612750,Minnesota Timberwolves,3,7,30,Made Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-231,21,1,1,20171018,SAS,MIN,-112.36791218280354
1876,Shot Chart Detail,0021700011,392,1626157,Karl-Anthony Towns,1610612750,Minnesota Timberwolves,3,6,47,Made Shot,Turnaround Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,71,15,1,1,20171018,SAS,MIN,55.99186911246343
1877,Shot Chart Detail,0021700011,397,203952,Andrew Wiggins,1610612750,Minnesota Timberwolves,3,6,16,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,27,-165,225,1,0,20171018,SAS,MIN,129.73720558371176
1879,Shot Chart Detail,0021700011,400,1626157,Karl-Anthony Towns,1610612750,Minnesota Timberwolves,3,5,43,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-30,15,1,0,20171018,SAS,MIN,-2.320508075688771
1880,Shot Chart Detail,0021700011,402,201959,Taj Gibson,1610612750,Minnesota Timberwolves,3,5,34,Missed Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,-6,1,0,20171018,SAS,MIN,-6.0
1882,Shot Chart Detail,0021700011,410,201952,Jeff Teague,1610612750,Minnesota Timberwolves,3,5,20,Made Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,-6,70,1,1,20171018,SAS,MIN,66.53589838486225
1884,Shot Chart Detail,0021700011,423,201952,Jeff Teague,1610612750,Minnesota Timberwolves,3,4,11,Made Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,8,-8,80,1,1,20171018,SAS,MIN,75.38119784648299
1885,Shot Chart Detail,0021700011,430,201952,Jeff Teague,1610612750,Minnesota Timberwolves,3,3,45,Missed Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Right Side(R),8-16 ft.,10,64,79,1,0,20171018,SAS,MIN,115.95041722813605
1887,Shot Chart Detail,0021700011,446,203952,Andrew Wiggins,1610612750,Minnesota Timberwolves,3,3,0,Made Shot,Cutting Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-3,16,1,1,20171018,SAS,MIN,14.267949192431123
1890,Shot Chart Detail,0021700011,452,203952,Andrew Wiggins,1610612750,Minnesota Timberwolves,3,2,18,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-8,39,1,1,20171018,SAS,MIN,34.38119784648299
1892,Shot Chart Detail,0021700011,456,203952,Andrew Wiggins,1610612750,Minnesota Timberwolves,3,1,54,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,14,128,71,1,1,20171018,SAS,MIN,144.9008344562721
1895,Shot Chart Detail,0021700011,466,203498,Shabazz Muhammad,1610612750,Minnesota Timberwolves,3,0,50,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,22,59,220,1,0,20171018,SAS,MIN,254.06366588218793
1899,Shot Chart Detail,0021700011,482,202357,Nemanja Bjelica,1610612750,Minnesota Timberwolves,3,0,0,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-197,170,1,1,20171018,SAS,MIN,56.26199696964373
1900,Shot Chart Detail,0021700011,490,203498,Shabazz Muhammad,1610612750,Minnesota Timberwolves,4,11,39,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,118,223,1,0,20171018,SAS,MIN,291.12733176437587
1902,Shot Chart Detail,0021700011,494,202357,Nemanja Bjelica,1610612750,Minnesota Timberwolves,4,11,3,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,19,16,1,1,20171018,SAS,MIN,26.969655114602887
1906,Shot Chart Detail,0021700011,508,2037,Jamal Crawford,1610612750,Minnesota Timberwolves,4,10,15,Made Shot,Pullup Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,13,35,130,1,1,20171018,SAS,MIN,150.2072594216369
1908,Shot Chart Detail,0021700011,522,1626157,Karl-Anthony Towns,1610612750,Minnesota Timberwolves,4,9,28,Missed Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,16,21,1,0,20171018,SAS,MIN,30.23760430703401
1909,Shot Chart Detail,0021700011,525,203498,Shabazz Muhammad,1610612750,Minnesota Timberwolves,4,9,18,Made Shot,Putback Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,-6,1,1,20171018,SAS,MIN,-6.0
1912,Shot Chart Detail,0021700011,530,2037,Jamal Crawford,1610612750,Minnesota Timberwolves,4,8,52,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,111,225,1,0,20171018,SAS,MIN,289.0858798800484
1914,Shot Chart Detail,0021700011,534,1626145,Tyus Jones,1610612750,Minnesota Timberwolves,4,8,26,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,16,101,132,1,0,20171018,SAS,MIN,190.3123771881522
1916,Shot Chart Detail,0021700011,538,202357,Nemanja Bjelica,1610612750,Minnesota Timberwolves,4,8,1,Made Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Left Side(L),8-16 ft.,10,-76,73,1,1,20171018,SAS,MIN,29.121379541588446
1918,Shot Chart Detail,0021700011,549,202357,Nemanja Bjelica,1610612750,Minnesota Timberwolves,4,7,24,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,19,251,1,0,20171018,SAS,MIN,261.9696551146029
1920,Shot Chart Detail,0021700011,555,202710,Jimmy Butler,1610612750,Minnesota Timberwolves,4,6,49,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-20,6,1,0,20171018,SAS,MIN,-5.547005383792515
1921,Shot Chart Detail,0021700011,558,202357,Nemanja Bjelica,1610612750,Minnesota Timberwolves,4,6,40,Missed Shot,Putback Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,-6,1,0,20171018,SAS,MIN,-6.0
1923,Shot Chart Detail,0021700011,564,2037,Jamal Crawford,1610612750,Minnesota Timberwolves,4,6,1,Made Shot,Driving Hook Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,19,12,1,1,20171018,SAS,MIN,22.969655114602887
1925,Shot Chart Detail,0021700011,567,202357,Nemanja Bjelica,1610612750,Minnesota Timberwolves,4,5,22,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,9,-32,88,1,0,20171018,SAS,MIN,69.52479138593198
1926,Shot Chart Detail,0021700011,570,202710,Jimmy Butler,1610612750,Minnesota Timberwolves,4,5,2,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,18,-57,172,1,1,20171018,SAS,MIN,139.09103465619134
1929,Shot Chart Detail,0021700011,585,1626157,Karl-Anthony Towns,1610612750,Minnesota Timberwolves,4,4,0,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,-18,260,1,0,20171018,SAS,MIN,249.60769515458674
1932,Shot Chart Detail,0021700011,595,202710,Jimmy Butler,1610612750,Minnesota Timberwolves,4,2,54,Missed Shot,Jump Bank Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,18,15,1,0,20171018,SAS,MIN,25.392304845413264
1933,Shot Chart Detail,0021700011,597,202710,Jimmy Butler,1610612750,Minnesota Timberwolves,4,2,47,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,230,-15,1,0,20171018,SAS,MIN,117.79056191361391
1934,Shot Chart Detail,0021700011,602,1626145,Tyus Jones,1610612750,Minnesota Timberwolves,4,2,12,Missed Shot,Pullup Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,13,40,130,1,0,20171018,SAS,MIN,153.09401076758502
1937,Shot Chart Detail,0021700011,621,203952,Andrew Wiggins,1610612750,Minnesota Timberwolves,4,1,9,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-1,17,1,1,20171018,SAS,MIN,16.422649730810374
1939,Shot Chart Detail,0021700011,624,203952,Andrew Wiggins,1610612750,Minnesota Timberwolves,4,0,42,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,27,-13,274,1,0,20171018,SAS,MIN,266.4944465005349
1940,Shot Chart Detail,0021700011,626,1626157,Karl-Anthony Towns,1610612750,Minnesota Timberwolves,4,0,35,Made Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,57,8,1,1,20171018,SAS,MIN,40.90896534380867
1943,Shot Chart Detail,0021700011,643,1626157,Karl-Anthony Towns,1610612750,Minnesota Timberwolves,4,0,6,Made Shot,Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,5,18,1,1,20171018,SAS,MIN,20.886751345948127
3871,Shot Chart Detail,0021700023,11,202710,Jimmy Butler,1610612750,Minnesota Timberwolves,1,11,29,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-229,46,1,0,20171020,MIN,UTA,-86.21321164442429
3872,Shot Chart Detail,0021700023,272,203952,Andrew Wiggins,1610612750,Minnesota Timberwolves,1,11,26,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-5,2,1,0,20171020,MIN,UTA,-0.8867513459481287
3873,Shot Chart Detail,0021700023,276,203952,Andrew Wiggins,1610612750,Minnesota Timberwolves,1,11,11,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-6,1,1,1,20171020,MIN,UTA,-2.4641016151377544
3875,Shot Chart Detail,0021700023,281,1626157,Karl-Anthony Towns,1610612750,Minnesota Timberwolves,1,10,42,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),8-16 ft.,14,-18,146,1,1,20171020,MIN,UTA,135.60769515458674
3879,Shot Chart Detail,0021700023,350,203952,Andrew Wiggins,1610612750,Minnesota Timberwolves,1,10,10,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,-25,263,1,0,20171020,MIN,UTA,248.56624327025935
3882,Shot Chart Detail,0021700023,452,201959,Taj Gibson,1610612750,Minnesota Timberwolves,1,9,24,Missed Shot,Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,10,8,102,1,0,20171020,MIN,UTA,106.61880215351701
3884,Shot Chart Detail,0021700023,15,201952,Jeff Teague,1610612750,Minnesota Timberwolves,1,8,43,Missed Shot,Floating Jump shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,19,-68,178,1,0,20171020,MIN,UTA,138.74018169510543
3886,Shot Chart Detail,0021700023,20,203952,Andrew Wiggins,1610612750,Minnesota Timberwolves,1,8,12,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-150,215,1,0,20171020,MIN,UTA,128.39745962155615
3888,Shot Chart Detail,0021700023,26,1626157,Karl-Anthony Towns,1610612750,Minnesota Timberwolves,1,7,29,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,15,144,50,1,0,20171020,MIN,UTA,133.1384387633061
3890,Shot Chart Detail,0021700023,30,203952,Andrew Wiggins,1610612750,Minnesota Timberwolves,1,6,52,Made Shot,Cutting Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,5,1,1,20171020,MIN,UTA,5.0
3892,Shot Chart Detail,0021700023,44,1626157,Karl-Anthony Towns,1610612750,Minnesota Timberwolves,1,6,11,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-101,247,1,0,20171020,MIN,UTA,188.6876228118478
3893,Shot Chart Detail,0021700023,46,202710,Jimmy Butler,1610612750,Minnesota Timberwolves,1,5,49,Made Shot,Turnaround Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,10,10,101,1,1,20171020,MIN,UTA,106.77350269189625
3896,Shot Chart Detail,0021700023,60,201959,Taj Gibson,1610612750,Minnesota Timberwolves,1,5,8,Made Shot,Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,10,4,1,1,20171020,MIN,UTA,9.773502691896258
3898,Shot Chart Detail,0021700023,64,201952,Jeff Teague,1610612750,Minnesota Timberwolves,1,4,36,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,-14,263,1,0,20171020,MIN,UTA,254.91709623134523
3900,Shot Chart Detail,0021700023,67,201952,Jeff Teague,1610612750,Minnesota Timberwolves,1,4,10,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,2,13,1,0,20171020,MIN,UTA,14.154700538379252
3901,Shot Chart Detail,0021700023,69,203952,Andrew Wiggins,1610612750,Minnesota Timberwolves,1,4,2,Made Shot,Putback Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,-6,1,1,20171020,MIN,UTA,-6.0
