"","xMin","xMax","yMin","yMax","shotPercentage"
"707",-20,-10,160,170,40.5940594059406
"708",-20,-10,170,180,44.4444444444444
"709",-20,-10,180,190,51.3157894736842
"710",-20,-10,190,200,43.4343434343434
"711",-20,-10,200,210,38.8349514563107
"712",-20,-10,210,220,38.3561643835616
"713",-20,-10,220,230,39.5348837209302
"714",-20,-10,230,240,21.0526315789474
"715",-20,-10,240,250,33.1168831168831
"716",-20,-10,250,260,36.5942028985507
"717",-20,-10,260,270,37.5
"718",-20,-10,270,280,36.6071428571429
"719",-20,-10,280,290,25
"720",-20,-10,290,300,47.6190476190476
"721",-10,0,0,10,78.5068630733177
"722",-10,0,10,20,70.2261712439418
"723",-10,0,20,30,54.5304777594728
"724",-10,0,30,40,41.3828689370485
"725",-10,0,40,50,42.5531914893617
"726",-10,0,50,60,40.9867172675522
"727",-10,0,60,70,43.5164835164835
"728",-10,0,70,80,46.7821782178218
"729",-10,0,80,90,41.005291005291
"730",-10,0,90,100,47.0779220779221
"731",-10,0,100,110,43.3333333333333
"732",-10,0,110,120,44.2307692307692
"733",-10,0,120,130,44.8453608247423
"734",-10,0,130,140,45.3416149068323
"735",-10,0,140,150,49.375
"736",-10,0,150,160,39.2344497607655
"737",-10,0,160,170,48.2954545454545
"738",-10,0,170,180,44.3708609271523
"739",-10,0,180,190,43.0894308943089
"740",-10,0,190,200,40
"741",-10,0,200,210,42.962962962963
"742",-10,0,210,220,33.7662337662338
"743",-10,0,220,230,30.4347826086957
"744",-10,0,230,240,53.8461538461538
"745",-10,0,240,250,39.4088669950739
"746",-10,0,250,260,38.2978723404255
"747",-10,0,260,270,34.7107438016529
"748",-10,0,270,280,31.3559322033898
"749",-10,0,280,290,23.4042553191489
"750",-10,0,290,300,22.2222222222222
"751",0,10,0,10,78.8336933045356
"752",0,10,10,20,71.5370515841843
"753",0,10,20,30,56.5089722675367
"754",0,10,30,40,44.9096098953378
"755",0,10,40,50,42.042042042042
"756",0,10,50,60,41.3621262458472
"757",0,10,60,70,39.4736842105263
"758",0,10,70,80,44.6938775510204
"759",0,10,80,90,41.1192214111922
"760",0,10,90,100,37.3860182370821
"761",0,10,100,110,44.3223443223443
"762",0,10,110,120,40.1515151515151
"763",0,10,120,130,45.4198473282443
"764",0,10,130,140,37.3056994818653
"765",0,10,140,150,38.9189189189189
"766",0,10,150,160,52.4793388429752
"767",0,10,160,170,40.7407407407407
"768",0,10,170,180,41.044776119403
"769",0,10,180,190,40.3225806451613
"770",0,10,190,200,37.7358490566038
"771",0,10,200,210,39.2592592592593
"772",0,10,210,220,40
"773",0,10,220,230,45.8333333333333
"774",0,10,230,240,53.3333333333333
"775",0,10,240,250,29.8913043478261
"776",0,10,250,260,40.0990099009901
"777",0,10,260,270,33.9673913043478
"778",0,10,270,280,36.71875
"779",0,10,280,290,19.6428571428571
"780",0,10,290,300,25
"781",10,20,0,10,64.0849673202614
"782",10,20,10,20,57.693381736945
"783",10,20,20,30,45.7585139318885
"784",10,20,30,40,36.3636363636364
"785",10,20,40,50,38.3597883597884
"786",10,20,50,60,34.1538461538462
"787",10,20,60,70,38.3050847457627
"788",10,20,70,80,41.8502202643172
"789",10,20,80,90,37.2727272727273
"790",10,20,90,100,38.5542168674699
"791",10,20,100,110,39.622641509434
"792",10,20,110,120,32.520325203252
"793",10,20,120,130,42.1052631578947
"794",10,20,130,140,40.9523809523809
"795",10,20,140,150,35.3535353535354
"796",10,20,150,160,42.7586206896552
"797",10,20,160,170,44.5378151260504
"798",10,20,170,180,43.1818181818182
"799",10,20,180,190,41.6666666666667
"800",10,20,190,200,32.9787234042553
"801",10,20,200,210,39.0243902439024
"802",10,20,210,220,52.8301886792453
"803",10,20,220,230,40
"804",10,20,230,240,45.4545454545455
"805",10,20,240,250,35.8024691358025
"806",10,20,250,260,36.5116279069767
"807",10,20,260,270,36.3984674329502
"808",10,20,270,280,23.2558139534884
"809",10,20,280,290,32.258064516129
"810",10,20,290,300,43.75
"811",20,30,0,10,50.6276150627615
"812",20,30,10,20,48.3940042826552
"813",20,30,20,30,38.5925085130533
"814",20,30,30,40,33.256351039261
"815",20,30,40,50,39.0681003584229
"816",20,30,50,60,34.9397590361446
"817",20,30,60,70,36.9458128078818
"818",20,30,70,80,40.6417112299465
"819",20,30,80,90,43.9306358381503
"820",20,30,90,100,38.8888888888889
"821",20,30,100,110,50
"822",20,30,110,120,39.3939393939394
"823",20,30,120,130,46.2264150943396
"824",20,30,130,140,36.1111111111111
"825",20,30,140,150,31.9444444444444
"826",20,30,150,160,48.5714285714286
"827",20,30,160,170,56.25
"828",20,30,170,180,37.7777777777778
"829",20,30,180,190,38.4615384615385
"830",20,30,190,200,50.5376344086022
"831",20,30,200,210,40
"832",20,30,210,220,37.2093023255814
"833",20,30,220,230,15
"834",20,30,230,240,36.3636363636364
"835",20,30,240,250,33.5483870967742
"836",20,30,250,260,40.4129793510324
"837",20,30,260,270,30.8571428571429
"838",20,30,270,280,42.5531914893617
"839",20,30,280,290,30
"840",20,30,290,300,50
"841",30,40,0,10,44.6351931330472
"842",30,40,10,20,41.3223140495868
"843",30,40,20,30,40.0890868596882
"844",30,40,30,40,38.5159010600707
"845",30,40,40,50,36.7441860465116
"846",30,40,50,60,34.7368421052632
"847",30,40,60,70,36.5714285714286
"848",30,40,70,80,40.7894736842105
"849",30,40,80,90,44.3609022556391
"850",30,40,90,100,35.8620689655172
"851",30,40,100,110,53.4883720930233
"852",30,40,110,120,42.0689655172414
"853",30,40,120,130,35.5769230769231
"854",30,40,130,140,33.8235294117647
"855",30,40,140,150,37.3134328358209
"856",30,40,150,160,46.7889908256881
"857",30,40,160,170,44.0476190476191
"858",30,40,170,180,47.5609756097561
"859",30,40,180,190,34.4827586206897
"860",30,40,190,200,32.9411764705882
"861",30,40,200,210,43.5897435897436
"862",30,40,210,220,35.4166666666667
"863",30,40,220,230,28.5714285714286
"864",30,40,230,240,62.5
"865",30,40,240,250,44.1379310344828
"866",30,40,250,260,40.1486988847584
"867",30,40,260,270,38.5714285714286
"868",30,40,270,280,36.5384615384615
"869",30,40,280,290,23.5294117647059
"870",30,40,290,300,80
"871",40,50,0,10,29.4642857142857
"872",40,50,10,20,38.3720930232558
"873",40,50,20,30,35.7594936708861
"874",40,50,30,40,39.4088669950739
"875",40,50,40,50,34.2391304347826
"876",40,50,50,60,36.2244897959184
"877",40,50,60,70,31.5789473684211
"878",40,50,70,80,35.5072463768116
"879",40,50,80,90,38.5964912280702
"880",40,50,90,100,49.5327102803738
"881",40,50,100,110,38.1578947368421
"882",40,50,110,120,48.2517482517483
"883",40,50,120,130,50
"884",40,50,130,140,40.3846153846154
"885",40,50,140,150,43.8356164383562
"886",40,50,150,160,37.7777777777778
"887",40,50,160,170,43.3333333333333
"888",40,50,170,180,42.2018348623853
"889",40,50,180,190,47.5247524752475
"890",40,50,190,200,47.5728155339806
"891",40,50,200,210,42.2535211267606
"892",40,50,210,220,37.2093023255814
"893",40,50,220,230,37.5
"894",40,50,230,240,25
"895",40,50,240,250,32.5490196078431
"896",40,50,250,260,31.2714776632302
"897",40,50,260,270,35.2
"898",40,50,270,280,43.1818181818182
"899",40,50,280,290,33.3333333333333
"900",40,50,290,300,100
"901",50,60,0,10,45.2631578947368
"902",50,60,10,20,41.7142857142857
"903",50,60,20,30,32.2404371584699
"904",50,60,30,40,42.6900584795322
"905",50,60,40,50,41.7910447761194
"906",50,60,50,60,42.3076923076923
"907",50,60,60,70,38.4615384615385
"908",50,60,70,80,36.0824742268041
"909",50,60,80,90,46.8085106382979
"910",50,60,90,100,43.4343434343434
"911",50,60,100,110,38.2608695652174
"912",50,60,110,120,45.1388888888889
"913",50,60,120,130,47.4074074074074
"914",50,60,130,140,41.3461538461538
"915",50,60,140,150,38.1578947368421
"916",50,60,150,160,36.6197183098592
"917",50,60,160,170,32.967032967033
"918",50,60,170,180,38.6792452830189
"919",50,60,180,190,47.1153846153846
"920",50,60,190,200,40
"921",50,60,200,210,46.031746031746
"922",50,60,210,220,40.625
"923",50,60,220,230,41.6666666666667
"924",50,60,230,240,26.4705882352941
"925",50,60,240,250,33.9080459770115
"926",50,60,250,260,37.8181818181818
"927",50,60,260,270,29.1338582677165
"928",50,60,270,280,22.2222222222222
"929",50,60,280,290,21.0526315789474
"930",50,60,290,300,25
"931",60,70,0,10,43.010752688172
"932",60,70,10,20,30.5389221556886
"933",60,70,20,30,37.0860927152318
"934",60,70,30,40,36.7647058823529
"935",60,70,40,50,35.9375
"936",60,70,50,60,41.4634146341463
"937",60,70,60,70,39.7849462365591
"938",60,70,70,80,41.4634146341463
"939",60,70,80,90,41.025641025641
"940",60,70,90,100,37.6623376623377
"941",60,70,100,110,42.1686746987952
"942",60,70,110,120,42.7184466019417
"943",60,70,120,130,42.0560747663551
"944",60,70,130,140,44.0298507462687
"945",60,70,140,150,34.8837209302326
"946",60,70,150,160,42.7350427350427
"947",60,70,160,170,35.8695652173913
"948",60,70,170,180,33.3333333333333
"949",60,70,180,190,37
"950",60,70,190,200,39.2857142857143
"951",60,70,200,210,48.2758620689655
"952",60,70,210,220,37.9310344827586
"953",60,70,220,230,14.2857142857143
"954",60,70,230,240,33
"955",60,70,240,250,40.2739726027397
"956",60,70,250,260,33.7254901960784
"957",60,70,260,270,32.520325203252
"958",60,70,270,280,30.6122448979592
"959",60,70,280,290,14.2857142857143
"960",60,70,290,300,40
"961",70,80,0,10,29.2307692307692
"962",70,80,10,20,35.9649122807018
"963",70,80,20,30,35.5072463768116
"964",70,80,30,40,37.8947368421053
"965",70,80,40,50,40.1869158878505
"966",70,80,50,60,45.360824742268
"967",70,80,60,70,31.9444444444444
"968",70,80,70,80,47.9452054794521
"969",70,80,80,90,42.5925925925926
"970",70,80,90,100,43.5483870967742
"971",70,80,100,110,40.9090909090909
"972",70,80,110,120,48
"973",70,80,120,130,42.6966292134831
"974",70,80,130,140,38.6554621848739
"975",70,80,140,150,48.6725663716814
"976",70,80,150,160,35.1851851851852
"977",70,80,160,170,40
"978",70,80,170,180,45.3846153846154
"979",70,80,180,190,35.3535353535354
"980",70,80,190,200,48.6111111111111
"981",70,80,200,210,30
"982",70,80,210,220,30.7692307692308
"983",70,80,220,230,38.4615384615385
"984",70,80,230,240,29.0155440414508
"985",70,80,240,250,36.5079365079365
"986",70,80,250,260,32.5396825396825
"987",70,80,260,270,32.0754716981132
"988",70,80,270,280,27.2727272727273
"989",70,80,280,290,38.4615384615385
"990",70,80,290,300,40
"991",80,90,0,10,46.969696969697
"992",80,90,10,20,44.2105263157895
"993",80,90,20,30,35.5769230769231
"994",80,90,30,40,41.7910447761194
"995",80,90,40,50,43.2432432432432
"996",80,90,50,60,34.1463414634146
"997",80,90,60,70,36.9230769230769
"998",80,90,70,80,44.8979591836735
"999",80,90,80,90,37.2549019607843
"1000",80,90,90,100,47.2222222222222
"1001",80,90,100,110,36
"1002",80,90,110,120,34
"1003",80,90,120,130,39.2857142857143
"1004",80,90,130,140,42.2222222222222
"1005",80,90,140,150,43.1034482758621
"1006",80,90,150,160,35.2941176470588
"1007",80,90,160,170,34.8101265822785
"1008",80,90,170,180,40.9523809523809
"1009",80,90,180,190,34.375
"1010",80,90,190,200,50
"1011",80,90,200,210,28.3018867924528
"1012",80,90,210,220,42.8571428571429
"1013",80,90,220,230,29.1666666666667
"1014",80,90,230,240,40.7103825136612
"1015",80,90,240,250,36.1363636363636
"1016",80,90,250,260,37.8640776699029
"1017",80,90,260,270,27.2727272727273
"1018",80,90,270,280,30.7692307692308
"1019",80,90,280,290,23.0769230769231
"1020",80,90,290,300,25
"1021",90,100,0,10,41.8604651162791
"1022",90,100,10,20,47.2222222222222
"1023",90,100,20,30,37.7551020408163
"1024",90,100,30,40,40.3846153846154
"1025",90,100,40,50,43.1818181818182
"1026",90,100,50,60,41.3793103448276
"1027",90,100,60,70,46.8085106382979
"1028",90,100,70,80,30
"1029",90,100,80,90,42.1875
"1030",90,100,90,100,49.2063492063492
"1031",90,100,100,110,33.3333333333333
"1032",90,100,110,120,22.3880597014925
"1033",90,100,120,130,43.8202247191011
"1034",90,100,130,140,40.7766990291262
"1035",90,100,140,150,42.5
"1036",90,100,150,160,36.4779874213836
"1037",90,100,160,170,40.1315789473684
"1038",90,100,170,180,36.4406779661017
"1039",90,100,180,190,32.5
"1040",90,100,190,200,47.6190476190476
"1041",90,100,200,210,33.3333333333333
"1042",90,100,210,220,7.14285714285714
"1043",90,100,220,230,36.231884057971
"1044",90,100,230,240,34.4506517690875
"1045",90,100,240,250,35.2617079889807
"1046",90,100,250,260,26.8292682926829
"1047",90,100,260,270,29.7297297297297
"1048",90,100,270,280,43.75
"1049",90,100,280,290,35.7142857142857
"1050",90,100,290,300,33.3333333333333
"1051",100,110,0,10,37.5
"1052",100,110,10,20,37.2093023255814
"1053",100,110,20,30,38.5542168674699
"1054",100,110,30,40,41.4285714285714
"1055",100,110,40,50,36.6197183098592
"1056",100,110,50,60,34.1772151898734
"1057",100,110,60,70,32.6923076923077
"1058",100,110,70,80,45.0980392156863
"1059",100,110,80,90,46.6666666666667
"1060",100,110,90,100,40
"1061",100,110,100,110,35.0649350649351
"1062",100,110,110,120,44.3037974683544
"1063",100,110,120,130,44.2105263157895
"1064",100,110,130,140,42.6229508196721
"1065",100,110,140,150,41.1764705882353
"1066",100,110,150,160,40.3508771929825
"1067",100,110,160,170,34.7517730496454
"1068",100,110,170,180,37.8787878787879
"1069",100,110,180,190,34.2105263157895
"1070",100,110,190,200,38.4615384615385
"1071",100,110,200,210,46.1538461538462
"1072",100,110,210,220,36.6666666666667
"1073",100,110,220,230,36.5079365079365
"1074",100,110,230,240,38.2581648522551
"1075",100,110,240,250,34.6715328467153
"1076",100,110,250,260,34.0909090909091
"1077",100,110,260,270,32.7586206896552
"1078",100,110,270,280,50
"1079",100,110,280,290,25
"1080",100,110,290,300,0
"1081",110,120,0,10,46.0526315789474
"1082",110,120,10,20,33.3333333333333
"1083",110,120,20,30,51.9480519480519
"1084",110,120,30,40,40.3225806451613
"1085",110,120,40,50,42.6229508196721
"1086",110,120,50,60,45.7627118644068
"1087",110,120,60,70,40.3508771929825
"1088",110,120,70,80,44.0677966101695
"1089",110,120,80,90,44.1176470588235
"1090",110,120,90,100,53.5714285714286
"1091",110,120,100,110,37.0967741935484
"1092",110,120,110,120,39.2405063291139
"1093",110,120,120,130,44.8979591836735
"1094",110,120,130,140,41.9047619047619
"1095",110,120,140,150,40.9448818897638
"1096",110,120,150,160,41.3223140495868
"1097",110,120,160,170,44.3298969072165
"1098",110,120,170,180,32.0512820512821
"1099",110,120,180,190,44.2307692307692
"1100",110,120,190,200,41.3793103448276
"1101",110,120,200,210,26.3157894736842
"1102",110,120,210,220,35.6589147286822
"1103",110,120,220,230,36.0655737704918
"1104",110,120,230,240,37.0967741935484
"1105",110,120,240,250,36.1344537815126
"1106",110,120,250,260,35.5555555555556
"1107",110,120,260,270,29.7297297297297
"1108",110,120,270,280,41.1764705882353
"1109",110,120,280,290,0
"1110",110,120,290,300,0
"1111",120,130,0,10,40
"1112",120,130,10,20,37.5
"1113",120,130,20,30,35.6164383561644
"1114",120,130,30,40,36.6197183098592
"1115",120,130,40,50,47.3684210526316
"1116",120,130,50,60,44.2857142857143
"1117",120,130,60,70,32.7586206896552
"1118",120,130,70,80,40.9836065573771
"1119",120,130,80,90,37.9310344827586
"1120",120,130,90,100,45.0704225352113
"1121",120,130,100,110,40.9638554216867
"1122",120,130,110,120,36.5079365079365
"1123",120,130,120,130,46.5909090909091
"1124",120,130,130,140,42.3076923076923
"1125",120,130,140,150,41
"1126",120,130,150,160,43.1578947368421
"1127",120,130,160,170,41.6666666666667
"1128",120,130,170,180,36.3636363636364
"1129",120,130,180,190,33.3333333333333
"1130",120,130,190,200,20
"1131",120,130,200,210,30.4347826086957
"1132",120,130,210,220,39.3854748603352
"1133",120,130,220,230,33.7037037037037
"1134",120,130,230,240,35.6521739130435
"1135",120,130,240,250,31.9526627218935
"1136",120,130,250,260,30.4347826086957
"1137",120,130,260,270,40.7407407407407
"1138",120,130,270,280,42.8571428571429
"1139",120,130,280,290,40
"1140",120,130,290,300,50
"1141",130,140,0,10,43.3734939759036
"1142",130,140,10,20,41.9354838709677
"1143",130,140,20,30,22.7272727272727
"1144",130,140,30,40,43.2432432432432
"1145",130,140,40,50,39.0243902439024
"1146",130,140,50,60,41.5384615384615
"1147",130,140,60,70,44.0677966101695
"1148",130,140,70,80,44.4444444444444
"1149",130,140,80,90,42.8571428571429
"1150",130,140,90,100,33.8028169014084
"1151",130,140,100,110,33.8709677419355
"1152",130,140,110,120,43.6619718309859
"1153",130,140,120,130,28.5714285714286
"1154",130,140,130,140,37.6237623762376
"1155",130,140,140,150,39.7590361445783
"1156",130,140,150,160,33.3333333333333
"1157",130,140,160,170,40.625
"1158",130,140,170,180,35
"1159",130,140,180,190,52.9411764705882
"1160",130,140,190,200,41.6666666666667
"1161",130,140,200,210,38.423645320197
"1162",130,140,210,220,36.026936026936
"1163",130,140,220,230,36.2473347547974
"1164",130,140,230,240,32.8063241106719
"1165",130,140,240,250,41.4634146341463
"1166",130,140,250,260,40
"1167",130,140,260,270,22.7272727272727
"1168",130,140,270,280,40
"1169",130,140,280,290,22.2222222222222
"1170",130,140,290,300,0
"1171",140,150,0,10,54.8387096774194
"1172",140,150,10,20,30.3030303030303
"1173",140,150,20,30,34.9397590361446
"1174",140,150,30,40,36.2068965517241
"1175",140,150,40,50,41.6666666666667
"1176",140,150,50,60,48
"1177",140,150,60,70,53.1914893617021
"1178",140,150,70,80,39.1304347826087
"1179",140,150,80,90,35.4166666666667
"1180",140,150,90,100,36.9565217391304
"1181",140,150,100,110,32.7586206896552
"1182",140,150,110,120,44.2857142857143
"1183",140,150,120,130,35.0877192982456
"1184",140,150,130,140,42.0289855072464
"1185",140,150,140,150,46.1538461538462
"1186",140,150,150,160,34.0425531914894
"1187",140,150,160,170,25.8064516129032
"1188",140,150,170,180,36.8421052631579
"1189",140,150,180,190,80
"1190",140,150,190,200,42.4528301886792
"1191",140,150,200,210,35.1351351351351
"1192",140,150,210,220,37.125748502994
"1193",140,150,220,230,33.9483394833948
"1194",140,150,230,240,34.2105263157895
"1195",140,150,240,250,20
"1196",140,150,250,260,21.7391304347826
"1197",140,150,260,270,30
"1198",140,150,270,280,30
"1199",140,150,280,290,40
"1200",140,150,290,300,33.3333333333333
"1201",150,160,0,10,47.4576271186441
"1202",150,160,10,20,40
"1203",150,160,20,30,50
"1204",150,160,30,40,49.0566037735849
"1205",150,160,40,50,29.2682926829268
"1206",150,160,50,60,40
"1207",150,160,60,70,27.7777777777778
"1208",150,160,70,80,36.8421052631579
"1209",150,160,80,90,39.0243902439024
"1210",150,160,90,100,35.7142857142857
"1211",150,160,100,110,37.8378378378378
"1212",150,160,110,120,34.7826086956522
"1213",150,160,120,130,47.2222222222222
"1214",150,160,130,140,38.4615384615385
"1215",150,160,140,150,27.027027027027
"1216",150,160,150,160,45.4545454545455
"1217",150,160,160,170,27.7777777777778
"1218",150,160,170,180,26.6666666666667
"1219",150,160,180,190,28.3582089552239
"1220",150,160,190,200,35.9882005899705
"1221",150,160,200,210,35.9139784946237
"1222",150,160,210,220,34.6153846153846
"1223",150,160,220,230,37.5796178343949
"1224",150,160,230,240,35.3658536585366
"1225",150,160,240,250,34.375
"1226",150,160,250,260,15.3846153846154
"1227",150,160,260,270,12.5
"1228",150,160,270,280,0
"1229",150,160,280,290,0
"1230",150,160,290,300,100
"1231",160,170,0,10,36.1702127659574
"1232",160,170,10,20,48.936170212766
"1233",160,170,20,30,35.5932203389831
"1234",160,170,30,40,39.5833333333333
"1235",160,170,40,50,28.5714285714286
"1236",160,170,50,60,43.75
"1237",160,170,60,70,25
"1238",160,170,70,80,42.8571428571429
"1239",160,170,80,90,38.7096774193548
"1240",160,170,90,100,46.1538461538462
"1241",160,170,100,110,33.3333333333333
"1242",160,170,110,120,41.4634146341463
"1243",160,170,120,130,30.5555555555556
"1244",160,170,130,140,40.9090909090909
"1245",160,170,140,150,29.1666666666667
"1246",160,170,150,160,31.5789473684211
"1247",160,170,160,170,57.1428571428571
"1248",160,170,170,180,35.8490566037736
"1249",160,170,180,190,38.3561643835616
"1250",160,170,190,200,37.3673036093418
"1251",160,170,200,210,33.7620578778135
"1252",160,170,210,220,37.7622377622378
"1253",160,170,220,230,28.3783783783784
"1254",160,170,230,240,25
"1255",160,170,240,250,23.5294117647059
"1256",160,170,250,260,23.5294117647059
"1257",160,170,260,270,0
"1258",160,170,270,280,0
"1259",160,170,280,290,0
"1260",160,170,290,300,0
"1261",170,180,0,10,46.8085106382979
"1262",170,180,10,20,39.2156862745098
"1263",170,180,20,30,36.3636363636364
"1264",170,180,30,40,40
"1265",170,180,40,50,19.047619047619
"1266",170,180,50,60,29.6296296296296
"1267",170,180,60,70,20
"1268",170,180,70,80,25
"1269",170,180,80,90,38.4615384615385
"1270",170,180,90,100,21.7391304347826
"1271",170,180,100,110,36.3636363636364
"1272",170,180,110,120,34.6153846153846
"1273",170,180,120,130,42.8571428571429
"1274",170,180,130,140,47.0588235294118
"1275",170,180,140,150,35.7142857142857
"1276",170,180,150,160,42.8571428571429
"1277",170,180,160,170,36.3636363636364
"1278",170,180,170,180,36.8055555555556
"1279",170,180,180,190,34.5403899721448
"1280",170,180,190,200,41.4225941422594
"1281",170,180,200,210,35.1351351351351
"1282",170,180,210,220,38.3561643835616
"1283",170,180,220,230,8
"1284",170,180,230,240,25
"1285",170,180,240,250,55.5555555555556
"1286",170,180,250,260,0
"1287",170,180,260,270,40
"1288",170,180,270,280,0
"1289",170,180,280,290,0
"1290",170,180,290,300,0
"1291",180,190,0,10,23.2558139534884
"1292",180,190,10,20,37.1428571428571
"1293",180,190,20,30,25
"1294",180,190,30,40,52.3809523809524
"1295",180,190,40,50,45
"1296",180,190,50,60,43.75
"1297",180,190,60,70,31.8181818181818
"1298",180,190,70,80,25
"1299",180,190,80,90,37.5
"1300",180,190,90,100,42.8571428571429
"1301",180,190,100,110,62.5
"1302",180,190,110,120,71.4285714285714
"1303",180,190,120,130,42.8571428571429
"1304",180,190,130,140,40
"1305",180,190,140,150,66.6666666666667
"1306",180,190,150,160,33.3333333333333
"1307",180,190,160,170,36.0975609756098
"1308",180,190,170,180,35.7638888888889
"1309",180,190,180,190,38.5416666666667
"1310",180,190,190,200,39.5522388059701
"1311",180,190,200,210,37.5
"1312",180,190,210,220,27.5862068965517
"1313",180,190,220,230,35
"1314",180,190,230,240,22.2222222222222
"1315",180,190,240,250,25
"1316",180,190,250,260,50
"1317",180,190,260,270,25
"1318",180,190,270,280,0
"1319",180,190,280,290,0
"1320",180,190,290,300,0
"1321",190,200,0,10,32.258064516129
"1322",190,200,10,20,42.5
"1323",190,200,20,30,35.2941176470588
"1324",190,200,30,40,31.25
"1325",190,200,40,50,40
"1326",190,200,50,60,58.3333333333333
"1327",190,200,60,70,31.25
"1328",190,200,70,80,52.6315789473684
"1329",190,200,80,90,41.6666666666667
"1330",190,200,90,100,52.9411764705882
"1331",190,200,100,110,58.3333333333333
"1332",190,200,110,120,61.5384615384615
"1333",190,200,120,130,42.8571428571429
"1334",190,200,130,140,37.5
"1335",190,200,140,150,38.2978723404255
"1336",190,200,150,160,35.0194552529183
"1337",190,200,160,170,32.5
"1338",190,200,170,180,34.5744680851064
"1339",190,200,180,190,37.7551020408163
"1340",190,200,190,200,37.5
"1341",190,200,200,210,40.9090909090909
"1342",190,200,210,220,46.1538461538462
"1343",190,200,220,230,40
"1344",190,200,230,240,14.2857142857143
"1345",190,200,240,250,33.3333333333333
"1346",190,200,250,260,33.3333333333333
"1347",190,200,260,270,0
"1348",190,200,270,280,0
"1349",190,200,280,290,0
"1350",190,200,290,300,0
"1351",200,210,0,10,42.8571428571429
"1352",200,210,10,20,44.4444444444444
"1353",200,210,20,30,47.3684210526316
"1354",200,210,30,40,87.5
"1355",200,210,40,50,23.5294117647059
"1356",200,210,50,60,25
"1357",200,210,60,70,38.4615384615385
"1358",200,210,70,80,36.3636363636364
"1359",200,210,80,90,35.7142857142857
"1360",200,210,90,100,66.6666666666667
"1361",200,210,100,110,40
"1362",200,210,110,120,66.6666666666667
"1363",200,210,120,130,28.5714285714286
"1364",200,210,130,140,36.1111111111111
"1365",200,210,140,150,30.7692307692308
"1366",200,210,150,160,34.6590909090909
"1367",200,210,160,170,33.6134453781513
"1368",200,210,170,180,40.6779661016949
"1369",200,210,180,190,18.4210526315789
"1370",200,210,190,200,27.2727272727273
"1371",200,210,200,210,14.2857142857143
"1372",200,210,210,220,100
"1373",200,210,220,230,20
"1374",200,210,230,240,50
"1375",200,210,240,250,0
"1376",200,210,250,260,0
"1377",200,210,260,270,0
"1378",200,210,270,280,0
"1379",200,210,280,290,0
"1380",200,210,290,300,0
"1381",210,220,0,10,57.1428571428571
"1382",210,220,10,20,27.2727272727273
"1383",210,220,20,30,33.3333333333333
"1384",210,220,30,40,40
"1385",210,220,40,50,75
"1386",210,220,50,60,50
"1387",210,220,60,70,33.3333333333333
"1388",210,220,70,80,0
"1389",210,220,80,90,100
"1390",210,220,90,100,62.5
"1391",210,220,100,110,36
"1392",210,220,110,120,29.7872340425532
"1393",210,220,120,130,36.2637362637363
"1394",210,220,130,140,41.5966386554622
"1395",210,220,140,150,37.7622377622378
"1396",210,220,150,160,36.4864864864865
"1397",210,220,160,170,21.9512195121951
"1398",210,220,170,180,26.6666666666667
"1399",210,220,180,190,42.8571428571429
"1400",210,220,190,200,0
"1401",210,220,200,210,0
"1402",210,220,210,220,0
"1403",210,220,220,230,0
"1404",210,220,230,240,0
"1405",210,220,240,250,0
"1406",210,220,250,260,0
"1407",210,220,260,270,0
"1408",210,220,270,280,0
"1409",210,220,280,290,0
"1410",210,220,290,300,0
"1411",220,230,0,10,40.3377110694184
"1412",220,230,10,20,39.6160558464223
"1413",220,230,20,30,38.6965376782077
"1414",220,230,30,40,41.9889502762431
"1415",220,230,40,50,43.956043956044
"1416",220,230,50,60,38.8278388278388
"1417",220,230,60,70,38.7096774193548
"1418",220,230,70,80,33.8383838383838
"1419",220,230,80,90,34.4827586206897
"1420",220,230,90,100,38
"1421",220,230,100,110,39.6739130434783
"1422",220,230,110,120,35.3535353535354
"1423",220,230,120,130,33.9869281045752
"1424",220,230,130,140,34.3137254901961
"1425",220,230,140,150,48.4848484848485
"1426",220,230,150,160,40
"1427",220,230,160,170,28.5714285714286
"1428",220,230,170,180,50
"1429",220,230,180,190,40
"1430",220,230,190,200,0
"1431",220,230,200,210,0
"1432",220,230,210,220,0
"1433",220,230,220,230,0
"1434",220,230,230,240,0
"1435",220,230,240,250,0
"1436",220,230,250,260,100
"1437",220,230,260,270,0
"1438",220,230,270,280,0
"1439",220,230,280,290,0
"1440",220,230,290,300,0
"1441",230,240,0,10,42.1588594704684
"1442",230,240,10,20,43.1519699812383
"1443",230,240,20,30,42.1903052064632
"1444",230,240,30,40,38.9150943396226
"1445",230,240,40,50,42.6470588235294
"1446",230,240,50,60,38.2978723404255
"1447",230,240,60,70,35.8267716535433
"1448",230,240,70,80,45.5497382198953
"1449",230,240,80,90,39.0977443609023
"1450",230,240,90,100,43.75
"1451",230,240,100,110,35.7142857142857
"1452",230,240,110,120,24.390243902439
"1453",230,240,120,130,30
"1454",230,240,130,140,22.2222222222222
"1455",230,240,140,150,100
"1456",230,240,150,160,0
"1457",230,240,160,170,0
"1458",230,240,170,180,0
"1459",230,240,180,190,0
"1460",230,240,190,200,0
"1461",230,240,200,210,0
"1462",230,240,210,220,0
"1463",230,240,220,230,0
"1464",230,240,230,240,0
"1465",230,240,240,250,0
"1466",230,240,250,260,0
"1467",230,240,260,270,0
"1468",230,240,270,280,0
