,GAME_ID,GAME_DATE,MATCHUP
2075,0021701037,2018-03-17,DAL @ BKN
2077,0021701045,2018-03-17,DET @ POR
2078,0021701043,2018-03-17,SAC @ UTA
2081,0021701041,2018-03-17,ATL @ MIL
2082,0021701035,2018-03-17,IND @ WAS
2084,0021701040,2018-03-17,DEN @ MEM
2086,0021701036,2018-03-17,HOU @ NOP
2088,0021701049,2018-03-18,POR @ LAC
2090,0021701048,2018-03-18,HOU @ MIN
2092,0021701046,2018-03-18,OKC @ TOR
2094,0021701047,2018-03-18,BOS @ NOP
2097,0021701052,2018-03-19,CHA @ PHI
2098,0021701056,2018-03-19,GSW @ SAS
2100,0021701055,2018-03-19,CHI @ NYK
2102,0021701050,2018-03-19,MIL @ CLE
2105,0021701053,2018-03-19,MEM @ BKN
2107,0021701054,2018-03-19,DEN @ MIA
2109,0021701051,2018-03-19,LAL @ IND
2111,0021701057,2018-03-19,DET @ SAC
2113,0021701063,2018-03-20,DET @ PHX
2114,0021701059,2018-03-20,OKC @ BOS
2117,0021701058,2018-03-20,TOR @ ORL
2119,0021701064,2018-03-20,HOU @ POR
2121,0021701062,2018-03-20,ATL @ UTA
2122,0021701060,2018-03-20,LAC @ MIN
2124,0021701061,2018-03-20,DAL @ NOP
2126,0021701066,2018-03-21,MEM @ PHI
2129,0021701071,2018-03-21,WAS @ SAS
2131,0021701069,2018-03-21,DEN @ CHI
2133,0021701065,2018-03-21,TOR @ CLE
2134,0021701067,2018-03-21,CHA @ BKN
2137,0021701068,2018-03-21,NYK @ MIA
2138,0021701070,2018-03-21,LAC @ MIL
2140,0021700809,2018-03-21,IND @ NOP
2143,0021701074,2018-03-22,DET @ HOU
2144,0021701073,2018-03-22,PHI @ ORL
2146,0021701076,2018-03-22,UTA @ DAL
2148,0021701077,2018-03-22,ATL @ SAC
2151,0021701072,2018-03-22,MEM @ CHA
2153,0021701075,2018-03-22,LAL @ NOP
2155,0021701087,2018-03-23,ATL @ GSW
2157,0021701085,2018-03-23,UTA @ SAS
2158,0021701083,2018-03-23,MIL @ CHI
2160,0021701081,2018-03-23,MIN @ NYK
2162,0021701080,2018-03-23,PHX @ CLE
2165,0021701086,2018-03-23,BOS @ POR
2166,0021701078,2018-03-23,LAC @ IND
2169,0021701079,2018-03-23,DEN @ WAS
2171,0021701082,2018-03-23,BKN @ TOR
2173,0021701084,2018-03-23,MIA @ OKC
2174,0021701088,2018-03-24,MIN @ PHI
2176,0021701091,2018-03-24,NOP @ HOU
2179,0021701090,2018-03-24,PHX @ ORL
2181,0021701089,2018-03-24,CHI @ DET
2182,0021701093,2018-03-24,CHA @ DAL
2184,0021701092,2018-03-24,LAL @ MEM
2186,0021701102,2018-03-25,UTA @ GSW
2188,0021701094,2018-03-25,CLE @ BKN
2190,0021701101,2018-03-25,ATL @ HOU
2193,0021701096,2018-03-25,MIA @ IND
2194,0021701095,2018-03-25,SAS @ MIL
2197,0021701099,2018-03-25,BOS @ SAC
2199,0021701098,2018-03-25,NYK @ WAS
2201,0021701097,2018-03-25,LAC @ TOR
2202,0021701100,2018-03-25,POR @ OKC
2205,0021701105,2018-03-26,DEN @ PHI
2206,0021701107,2018-03-26,BOS @ PHX
2209,0021701104,2018-03-26,LAL @ DET
2211,0021701106,2018-03-26,MEM @ MIN
2212,0021701103,2018-03-26,NYK @ CHA
2214,0021701114,2018-03-27,IND @ GSW
2216,0021701111,2018-03-27,CHI @ HOU
2219,0021701110,2018-03-27,CLE @ MIA
2221,0021701115,2018-03-27,MIL @ LAC
2222,0021701113,2018-03-27,DAL @ SAC
2224,0021701108,2018-03-27,SAS @ WAS
2227,0021701109,2018-03-27,DEN @ TOR
2229,0021701112,2018-03-27,POR @ NOP
2231,0021701118,2018-03-28,NYK @ PHI
2232,0021701123,2018-03-28,DAL @ LAL
2234,0021701122,2018-03-28,LAC @ PHX
2236,0021701117,2018-03-28,BKN @ ORL
2239,0021701121,2018-03-28,BOS @ UTA
2240,0021701116,2018-03-28,CLE @ CHA
2243,0021701120,2018-03-28,ATL @ MIN
2245,0021701119,2018-03-28,POR @ MEM
2246,0021701126,2018-03-29,OKC @ SAS
2249,0021701128,2018-03-29,MIL @ GSW
2251,0021701124,2018-03-29,WAS @ DET
2252,0021701125,2018-03-29,CHI @ MIA
2255,0021701127,2018-03-29,IND @ SAC
2256,0021701136,2018-03-30,MIL @ LAL
2259,0021701131,2018-03-30,NOP @ CLE
2260,0021701132,2018-03-30,PHX @ HOU
2263,0021701129,2018-03-30,CHI @ ORL
2264,0021701137,2018-03-30,LAC @ POR
2266,0021701130,2018-03-30,PHI @ ATL
2269,0021701135,2018-03-30,MEM @ UTA
2271,0021701134,2018-03-30,MIN @ DAL
2272,0021701133,2018-03-30,DEN @ OKC
2275,0021701139,2018-03-31,DET @ NYK
2276,0021701140,2018-03-31,TOR @ BOS
2279,0021701141,2018-03-31,BKN @ MIA
2280,0021701142,2018-03-31,GSW @ SAC
2282,0021701138,2018-03-31,CHA @ WAS
2284,0021701153,2018-04-01,PHX @ GSW
2286,0021701145,2018-04-01,HOU @ SAS
2289,0021701155,2018-04-01,SAC @ LAL
2291,0021701144,2018-04-01,WAS @ CHI
2292,0021701148,2018-04-01,DET @ BKN
2294,0021701149,2018-04-01,DAL @ CLE
2297,0021701146,2018-04-01,IND @ LAC
2298,0021701154,2018-04-01,MEM @ POR
2300,0021701147,2018-04-01,ORL @ ATL
2303,0021701152,2018-04-01,MIL @ DEN
2305,0021701143,2018-04-01,PHI @ CHA
2306,0021701151,2018-04-01,UTA @ MIN
2309,0021701150,2018-04-01,OKC @ NOP
2310,0021701157,2018-04-03,BKN @ PHI
2312,0021701160,2018-04-03,CHA @ CHI
2315,0021701159,2018-04-03,ORL @ NYK
2316,0021701167,2018-04-03,SAC @ PHX
2318,0021701156,2018-04-03,TOR @ CLE
2321,0021701161,2018-04-03,WAS @ HOU
2322,0021701158,2018-04-03,ATL @ MIA
2324,0021701168,2018-04-03,SAS @ LAC
2326,0021701164,2018-04-03,POR @ DAL
2328,0021701166,2018-04-03,LAL @ UTA
2331,0021701162,2018-04-03,BOS @ MIL
2333,0021701165,2018-04-03,IND @ DEN
2335,0021701163,2018-04-03,GSW @ OKC
2336,0021701174,2018-04-04,SAS @ LAL
2338,0021701170,2018-04-04,DAL @ ORL
2340,0021701169,2018-04-04,PHI @ DET
2342,0021701172,2018-04-04,MIA @ ATL
2345,0021701171,2018-04-04,BOS @ TOR
2346,0021701173,2018-04-04,MEM @ NOP
2348,0021701176,2018-04-05,WAS @ CLE
2351,0021701177,2018-04-05,POR @ HOU
2353,0021701175,2018-04-05,GSW @ IND
2355,0021701179,2018-04-05,LAC @ UTA
2356,0021701178,2018-04-05,BKN @ MIL
2358,0021701180,2018-04-05,MIN @ DEN
2361,0021701183,2018-04-06,CLE @ PHI
2362,0021701190,2018-04-06,MIN @ LAL
2365,0021701186,2018-04-06,MIA @ NYK
2367,0021701189,2018-04-06,NOP @ PHX
2368,0021701185,2018-04-06,CHI @ BOS
2370,0021701182,2018-04-06,CHA @ ORL
2373,0021701181,2018-04-06,DAL @ DET
2374,0021701184,2018-04-06,ATL @ WAS
2376,0021701187,2018-04-06,IND @ TOR
2379,0021701188,2018-04-06,SAC @ MEM
2381,0021701195,2018-04-07,NOP @ GSW
2383,0021701196,2018-04-07,POR @ SAS
2385,0021701193,2018-04-07,BKN @ CHI
2387,0021701192,2018-04-07,MIL @ NYK
2389,0021701194,2018-04-07,OKC @ HOU
2391,0021701191,2018-04-07,DEN @ LAC
2392,0021701198,2018-04-08,DAL @ PHI
2394,0021701201,2018-04-08,UTA @ LAL
2396,0021701203,2018-04-08,GSW @ PHX
2398,0021701202,2018-04-08,ATL @ BOS
2401,0021701197,2018-04-08,IND @ CHA
2402,0021701199,2018-04-08,DET @ MEM
2405,0021701200,2018-04-08,ORL @ TOR
2407,0021701210,2018-04-09,SAC @ SAS
2408,0021701207,2018-04-09,CLE @ NYK
2411,0021701205,2018-04-09,CHI @ BKN
2413,0021701204,2018-04-09,TOR @ DET
2415,0021701206,2018-04-09,OKC @ MIA
2416,0021701212,2018-04-09,NOP @ LAC
2419,0021701208,2018-04-09,ORL @ MIL
2421,0021701211,2018-04-09,POR @ DEN
2423,0021701209,2018-04-09,MEM @ MIN
2424,0021701218,2018-04-10,HOU @ LAL
2427,0021701213,2018-04-10,CHA @ IND
2429,0021701214,2018-04-10,PHI @ ATL
2431,0021701217,2018-04-10,GSW @ UTA
2433,0021701216,2018-04-10,PHX @ DAL
2435,0021701215,2018-04-10,BOS @ WAS
2437,0021701223,2018-04-11,MIL @ PHI
2438,0021701224,2018-04-11,DET @ CHI
2441,0021701219,2018-04-11,BKN @ BOS
2442,0021701220,2018-04-11,NYK @ CLE
2444,0021701222,2018-04-11,WAS @ ORL
2447,0021701228,2018-04-11,LAL @ LAC
2448,0021701221,2018-04-11,TOR @ MIA
2450,0021701229,2018-04-11,UTA @ POR
2452,0021701230,2018-04-11,HOU @ SAC
2454,0021701225,2018-04-11,DEN @ MIN
2457,0021701227,2018-04-11,MEM @ OKC
2459,0021701226,2018-04-11,SAS @ NOP
