,GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM,NEW_X,NEW_Y
16653,Shot Chart Detail,0021700215,604,201939,Stephen Curry,1610612744,Golden State Warriors,4,4,41,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-121,217,1,1,20171116,BOS,GSW,254.28500841414876,184.57814771583415
17856,Shot Chart Detail,0021700231,57,201939,Stephen Curry,1610612744,Golden State Warriors,1,10,50,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,25,12,1,1,20171118,PHI,GSW,281.9282032302755,18.69872981077807
17869,Shot Chart Detail,0021700231,63,201939,Stephen Curry,1610612744,Golden State Warriors,1,5,48,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,18,-55,173,1,1,20171118,PHI,GSW,294.88159656980525,158.26279441628824
17874,Shot Chart Detail,0021700231,87,201939,Stephen Curry,1610612744,Golden State Warriors,1,4,13,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,19,-123,146,1,1,20171118,PHI,GSW,211.29313930168536,113.04224933097191
17880,Shot Chart Detail,0021700231,129,201939,Stephen Curry,1610612744,Golden State Warriors,1,1,58,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,19,-121,148,1,1,20171118,PHI,GSW,214.4478398400646,115.57814771583415
17882,Shot Chart Detail,0021700231,143,201939,Stephen Curry,1610612744,Golden State Warriors,1,0,41,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),8-16 ft.,14,-11,144,1,1,20171118,PHI,GSW,322.1384387633061,141.05255888325766
17907,Shot Chart Detail,0021700231,348,201939,Stephen Curry,1610612744,Golden State Warriors,3,11,11,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,21,88,194,1,1,20171118,PHI,GSW,450.0059522227874,217.5795289339388
17909,Shot Chart Detail,0021700231,370,201939,Stephen Curry,1610612744,Golden State Warriors,3,9,38,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-140,229,1,1,20171118,PHI,GSW,242.2132116444243,191.4871130596428
17915,Shot Chart Detail,0021700231,391,201939,Stephen Curry,1610612744,Golden State Warriors,3,7,56,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,20,72,193,1,1,20171118,PHI,GSW,433.42860195359776,212.29234185504083
17922,Shot Chart Detail,0021700231,440,201939,Stephen Curry,1610612744,Golden State Warriors,3,4,40,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,94,232,1,1,20171118,PHI,GSW,477.94526245199313,257.1872240885255
17926,Shot Chart Detail,0021700231,472,201939,Stephen Curry,1610612744,Golden State Warriors,3,1,59,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,27,141,241,1,1,20171118,PHI,GSW,530.1414148746998,278.7808361327883
17928,Shot Chart Detail,0021700231,491,201939,Stephen Curry,1610612744,Golden State Warriors,3,0,48,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,28,106,266,1,1,20171118,PHI,GSW,509.57517160444047,294.402614397699
18244,Shot Chart Detail,0021700236,26,201939,Stephen Curry,1610612744,Golden State Warriors,1,9,35,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,16,83,138,1,1,20171119,BKN,GSW,412.6743371481683,160.2397829717832
18250,Shot Chart Detail,0021700236,74,201939,Stephen Curry,1610612744,Golden State Warriors,1,6,8,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,20,-35,206,1,1,20171119,BKN,GSW,333.9341554530629,196.62177826491072
18251,Shot Chart Detail,0021700236,78,201939,Stephen Curry,1610612744,Golden State Warriors,1,5,49,Made Shot,Running Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,5,21,1,1,20171119,BKN,GSW,267.12435565298216,22.339745962155614
18258,Shot Chart Detail,0021700236,142,201939,Stephen Curry,1610612744,Golden State Warriors,1,2,34,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,40,256,1,1,20171119,BKN,GSW,437.8016689125442,266.7179676972449
18259,Shot Chart Detail,0021700236,153,201939,Stephen Curry,1610612744,Golden State Warriors,1,1,51,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,24,51,240,1,1,20171119,BKN,GSW,439.56406460551017,253.66540881398726
18275,Shot Chart Detail,0021700236,345,201939,Stephen Curry,1610612744,Golden State Warriors,2,2,40,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,16,96,140,1,1,20171119,BKN,GSW,426.8290376865476,165.72312247338778
18277,Shot Chart Detail,0021700236,347,201939,Stephen Curry,1610612744,Golden State Warriors,2,2,11,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,24,-47,242,1,1,20171119,BKN,GSW,342.7187651438894,229.40638795573724
18278,Shot Chart Detail,0021700236,350,201939,Stephen Curry,1610612744,Golden State Warriors,2,1,51,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,16,0,1,1,20171119,BKN,GSW,266.0,4.287187078897963
18281,Shot Chart Detail,0021700236,395,201939,Stephen Curry,1610612744,Golden State Warriors,3,11,45,Made Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-19,7,1,1,20171119,BKN,GSW,235.0414518843274,1.908965343808669
18289,Shot Chart Detail,0021700236,433,201939,Stephen Curry,1610612744,Golden State Warriors,3,8,27,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,18,-13,189,1,1,20171119,BKN,GSW,346.1192008768393,185.5166604983954
18298,Shot Chart Detail,0021700236,497,201939,Stephen Curry,1610612744,Golden State Warriors,3,3,21,Made Shot,Driving Floating Jump Shot,2PT Field Goal,Mid-Range,Center(C),8-16 ft.,14,29,142,1,1,20171119,BKN,GSW,360.98373822492687,149.77052658050255
18300,Shot Chart Detail,0021700236,500,201939,Stephen Curry,1610612744,Golden State Warriors,3,2,52,Made Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-35,25,1,1,20171119,BKN,GSW,229.43375672974065,15.621778264910706
18302,Shot Chart Detail,0021700236,504,201939,Stephen Curry,1610612744,Golden State Warriors,3,2,28,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-203,149,1,1,20171119,BKN,GSW,133.02519010925425,94.6063139364821
18315,Shot Chart Detail,0021700236,675,201939,Stephen Curry,1610612744,Golden State Warriors,4,4,40,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,3,-10,1,1,20171119,BKN,GSW,247.22649730810375,-9.196152422706632
20355,Shot Chart Detail,0021700263,112,201939,Stephen Curry,1610612744,Golden State Warriors,1,4,49,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-7,0,1,1,20171122,OKC,GSW,243.0,-1.8756443470178588
20358,Shot Chart Detail,0021700263,129,201939,Stephen Curry,1610612744,Golden State Warriors,1,4,7,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,166,179,1,1,20171122,OKC,GSW,519.345698184943,223.47956594356637
20361,Shot Chart Detail,0021700263,141,201939,Stephen Curry,1610612744,Golden State Warriors,1,3,3,Made Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,13,5,138,1,1,20171122,OKC,GSW,334.6743371481683,139.3397459621556
20381,Shot Chart Detail,0021700263,322,201939,Stephen Curry,1610612744,Golden State Warriors,2,2,38,Made Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-225,81,1,1,20171122,OKC,GSW,71.76537180435969,20.711431702997395
20383,Shot Chart Detail,0021700263,342,201939,Stephen Curry,1610612744,Golden State Warriors,2,1,20,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-6,12,1,1,20171122,OKC,GSW,250.9282032302755,10.392304845413264
20387,Shot Chart Detail,0021700263,366,201939,Stephen Curry,1610612744,Golden State Warriors,3,11,14,Made Shot,Putback Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-10,5,1,1,20171122,OKC,GSW,242.88675134594814,2.320508075688773
20392,Shot Chart Detail,0021700263,421,201939,Stephen Curry,1610612744,Golden State Warriors,3,7,18,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,1,3,1,1,20171122,OKC,GSW,252.73205080756887,3.267949192431123
20395,Shot Chart Detail,0021700263,442,201939,Stephen Curry,1610612744,Golden State Warriors,3,5,51,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,20,88,185,1,1,20171122,OKC,GSW,444.8097998000808,208.5795289339388
20403,Shot Chart Detail,0021700263,521,201939,Stephen Curry,1610612744,Golden State Warriors,3,0,5,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,83,250,1,1,20171122,OKC,GSW,477.3375672974064,272.2397829717832
21387,Shot Chart Detail,0021700276,18,201939,Stephen Curry,1610612744,Golden State Warriors,1,10,35,Made Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-19,11,1,1,20171124,GSW,CHI,237.35085296108588,5.908965343808669
21399,Shot Chart Detail,0021700276,65,201939,Stephen Curry,1610612744,Golden State Warriors,1,6,26,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,146,201,1,1,20171124,GSW,CHI,512.0474041071147,240.12058209494393
21412,Shot Chart Detail,0021700276,180,201939,Stephen Curry,1610612744,Golden State Warriors,2,10,47,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,16,46,154,1,1,20171124,GSW,CHI,384.9119414552024,166.32566285183165
21420,Shot Chart Detail,0021700276,222,201939,Stephen Curry,1610612744,Golden State Warriors,2,7,25,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-5,13,1,1,20171124,GSW,CHI,252.50555349946512,11.660254037844386
21421,Shot Chart Detail,0021700276,230,201939,Stephen Curry,1610612744,Golden State Warriors,2,6,54,Made Shot,Pullup Jump shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,22,-224,8,1,1,20171124,GSW,CHI,30.618802153517006,-52.02061910457148
21422,Shot Chart Detail,0021700276,234,201939,Stephen Curry,1610612744,Golden State Warriors,2,6,31,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,28,-29,280,1,1,20171124,GSW,CHI,382.65807537309524,272.2294734194974
21424,Shot Chart Detail,0021700276,282,201939,Stephen Curry,1610612744,Golden State Warriors,2,4,1,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,10,15,1,1,20171124,GSW,CHI,268.66025403784437,17.67949192431123
21428,Shot Chart Detail,0021700276,298,201939,Stephen Curry,1610612744,Golden State Warriors,2,2,40,Made Shot,Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-24,17,1,1,20171124,GSW,CHI,235.81495457622364,10.569219381653056
21429,Shot Chart Detail,0021700276,314,201939,Stephen Curry,1610612744,Golden State Warriors,2,1,55,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,171,193,1,1,20171124,GSW,CHI,532.4286019535978,238.81931190572197
21434,Shot Chart Detail,0021700276,368,201939,Stephen Curry,1610612744,Golden State Warriors,3,10,52,Made Shot,Running Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-16,1,1,1,20171124,GSW,CHI,234.57735026918962,-3.287187078897963
22052,Shot Chart Detail,0021700284,344,201939,Stephen Curry,1610612744,Golden State Warriors,2,0,55,Made Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,18,-115,147,1,1,20171125,GSW,NOP,219.87048957087498,116.18584287042088
22056,Shot Chart Detail,0021700284,393,201939,Stephen Curry,1610612744,Golden State Warriors,3,10,23,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,20,141,142,1,1,20171125,GSW,NOP,472.98373822492687,179.7808361327883
22059,Shot Chart Detail,0021700284,409,201939,Stephen Curry,1610612744,Golden State Warriors,3,8,40,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,22,49,222,1,1,20171125,GSW,NOP,427.1717597600969,235.12951042912502
22063,Shot Chart Detail,0021700284,422,201939,Stephen Curry,1610612744,Golden State Warriors,3,7,43,Made Shot,Cutting Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,20,8,1,1,20171125,GSW,NOP,274.618802153517,13.358983848622454
22067,Shot Chart Detail,0021700284,478,201939,Stephen Curry,1610612744,Golden State Warriors,3,3,52,Made Shot,Running Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,28,40,283,1,1,20171125,GSW,NOP,453.3901261806641,293.7179676972449
22072,Shot Chart Detail,0021700284,516,201939,Stephen Curry,1610612744,Golden State Warriors,3,1,17,Made Shot,Pullup Jump shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,24,-226,84,1,1,20171125,GSW,NOP,72.49742261192856,23.44348251056627
22085,Shot Chart Detail,0021700284,658,201939,Stephen Curry,1610612744,Golden State Warriors,4,3,45,Made Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,17,141,103,1,1,20171125,GSW,NOP,450.46707772653144,140.7808361327883
22088,Shot Chart Detail,0021700284,674,201939,Stephen Curry,1610612744,Golden State Warriors,4,1,54,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-19,8,1,1,20171125,GSW,NOP,235.618802153517,2.908965343808669
22089,Shot Chart Detail,0021700284,701,201939,Stephen Curry,1610612744,Golden State Warriors,4,0,51,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,99,242,1,1,20171125,GSW,NOP,488.7187651438894,268.52697005068114
24245,Shot Chart Detail,0021700312,135,201939,Stephen Curry,1610612744,Golden State Warriors,1,1,8,Made Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-1,11,1,1,20171129,LAL,GSW,255.35085296108588,10.732050807568877
24247,Shot Chart Detail,0021700312,138,201939,Stephen Curry,1610612744,Golden State Warriors,1,0,34,Made Shot,Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-8,28,1,1,20171129,LAL,GSW,258.16580753730955,25.856406460551018
24267,Shot Chart Detail,0021700312,307,201939,Stephen Curry,1610612744,Golden State Warriors,2,1,42,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-7,22,1,1,20171129,LAL,GSW,255.70170592217175,20.124355652982143
24274,Shot Chart Detail,0021700312,338,201939,Stephen Curry,1610612744,Golden State Warriors,3,10,23,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-210,150,1,1,20171129,LAL,GSW,126.60254037844386,93.73066958946424
24301,Shot Chart Detail,0021700312,571,201939,Stephen Curry,1610612744,Golden State Warriors,4,6,33,Made Shot,Pullup Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,14,-59,132,1,1,20171129,LAL,GSW,267.2102355330306,116.19099764656376
24305,Shot Chart Detail,0021700312,607,201939,Stephen Curry,1610612744,Golden State Warriors,4,3,39,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-2,17,1,1,20171129,LAL,GSW,257.8149545762236,16.464101615137753
24311,Shot Chart Detail,0021700312,664,201939,Stephen Curry,1610612744,Golden State Warriors,5,4,29,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,136,222,1,1,20171129,LAL,GSW,514.1717597600968,258.44109017063266
24312,Shot Chart Detail,0021700312,668,201939,Stephen Curry,1610612744,Golden State Warriors,5,4,2,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,122,236,1,1,20171129,LAL,GSW,508.2546635287517,268.689801476597
24319,Shot Chart Detail,0021700312,706,201939,Stephen Curry,1610612744,Golden State Warriors,5,0,38,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,19,-190,46,1,1,20171129,LAL,GSW,86.55811238272278,-4.910346561913315
24727,Shot Chart Detail,0021700318,32,201939,Stephen Curry,1610612744,Golden State Warriors,1,9,56,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,19,257,1,1,20171201,ORL,GSW,417.37901918173384,262.0910346561913
24728,Shot Chart Detail,0021700318,36,201939,Stephen Curry,1610612744,Golden State Warriors,1,9,35,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,16,-144,75,1,1,20171201,ORL,GSW,149.30127018922192,36.41531628991833
24738,Shot Chart Detail,0021700318,71,201939,Stephen Curry,1610612744,Golden State Warriors,1,6,39,Made Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,12,-52,110,1,1,20171201,ORL,GSW,261.50852961085883,96.06664199358161
24745,Shot Chart Detail,0021700318,89,201939,Stephen Curry,1610612744,Golden State Warriors,1,3,55,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,116,221,1,1,20171201,ORL,GSW,493.5944094909073,252.08210632201025
24753,Shot Chart Detail,0021700318,153,201939,Stephen Curry,1610612744,Golden State Warriors,1,0,7,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,29,-81,279,1,1,20171201,ORL,GSW,330.0807251039056,257.29611541307906
24766,Shot Chart Detail,0021700318,273,201939,Stephen Curry,1610612744,Golden State Warriors,2,3,56,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-2,28,1,1,20171201,ORL,GSW,264.16580753730955,27.464101615137753
24789,Shot Chart Detail,0021700318,420,201939,Stephen Curry,1610612744,Golden State Warriors,3,5,55,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,17,49,167,1,1,20171201,ORL,GSW,395.4174949546675,180.12951042912502
24790,Shot Chart Detail,0021700318,424,201939,Stephen Curry,1610612744,Golden State Warriors,3,5,22,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,11,25,1,1,20171201,ORL,GSW,275.43375672974065,27.94744111674235
24799,Shot Chart Detail,0021700318,483,201939,Stephen Curry,1610612744,Golden State Warriors,3,0,58,Made Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,14,46,135,1,1,20171201,ORL,GSW,373.9422863405995,147.32566285183165
26097,Shot Chart Detail,0021700335,27,201939,Stephen Curry,1610612744,Golden State Warriors,1,9,54,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,20,138,155,1,1,20171203,MIA,GSW,477.489291724392,191.97698855549493
26107,Shot Chart Detail,0021700335,60,201939,Stephen Curry,1610612744,Golden State Warriors,1,5,59,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-174,197,1,1,20171203,MIA,GSW,189.73800303035625,150.37684051698466
26110,Shot Chart Detail,0021700335,95,201939,Stephen Curry,1610612744,Golden State Warriors,1,3,56,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,6,21,1,1,20171203,MIA,GSW,268.12435565298216,22.607695154586736
26114,Shot Chart Detail,0021700335,137,201939,Stephen Curry,1610612744,Golden State Warriors,1,1,18,Made Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-231,8,1,1,20171203,MIA,GSW,23.618802153517006,-53.89626345158934
26116,Shot Chart Detail,0021700335,146,201939,Stephen Curry,1610612744,Golden State Warriors,1,0,28,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,28,-127,252,1,1,20171203,MIA,GSW,268.4922678357857,217.9704525612474
26134,Shot Chart Detail,0021700335,287,201939,Stephen Curry,1610612744,Golden State Warriors,2,2,19,Made Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,20,205,23,1,1,20171203,MIA,GSW,468.2790561913614,77.92958444838015
26137,Shot Chart Detail,0021700335,307,201939,Stephen Curry,1610612744,Golden State Warriors,2,0,11,Made Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-7,6,1,1,20171203,MIA,GSW,246.46410161513776,4.124355652982141
26139,Shot Chart Detail,0021700335,322,201939,Stephen Curry,1610612744,Golden State Warriors,3,11,5,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-203,148,1,1,20171203,MIA,GSW,132.4478398400646,93.6063139364821
26140,Shot Chart Detail,0021700335,326,201939,Stephen Curry,1610612744,Golden State Warriors,3,10,32,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,0,14,1,1,20171203,MIA,GSW,258.0829037686548,14.0
26143,Shot Chart Detail,0021700335,334,201939,Stephen Curry,1610612744,Golden State Warriors,3,9,40,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-201,153,1,1,20171203,MIA,GSW,137.33459118601274,99.14221232134435
26146,Shot Chart Detail,0021700335,356,201939,Stephen Curry,1610612744,Golden State Warriors,3,7,20,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-5,0,1,1,20171203,MIA,GSW,245.0,-1.3397459621556136
26931,Shot Chart Detail,0021700346,23,201939,Stephen Curry,1610612744,Golden State Warriors,1,10,12,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,221,136,1,1,20171204,NOP,GSW,549.5196366097891,195.21677152727813
26949,Shot Chart Detail,0021700346,181,201939,Stephen Curry,1610612744,Golden State Warriors,1,0,28,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,21,-214,5,1,1,20171204,NOP,GSW,38.88675134594813,-52.34112718026026
26963,Shot Chart Detail,0021700346,303,201939,Stephen Curry,1610612744,Golden State Warriors,2,5,4,Made Shot,Cutting Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,7,11,1,1,20171204,NOP,GSW,263.3508529610859,12.87564434701786
26982,Shot Chart Detail,0021700346,431,201939,Stephen Curry,1610612744,Golden State Warriors,3,6,50,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,27,-94,256,1,1,20171204,NOP,GSW,303.8016689125442,230.81277591147446
26984,Shot Chart Detail,0021700346,445,201939,Stephen Curry,1610612744,Golden State Warriors,3,5,56,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-137,225,1,1,20171204,NOP,GSW,242.9038105676658,188.29096063693618
26995,Shot Chart Detail,0021700346,506,201939,Stephen Curry,1610612744,Golden State Warriors,3,1,50,Made Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-236,-22,1,1,20171204,NOP,GSW,1.2982940778282348,-85.23600941374497
26996,Shot Chart Detail,0021700346,522,201939,Stephen Curry,1610612744,Golden State Warriors,3,0,56,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-16,7,1,1,20171204,NOP,GSW,238.0414518843274,2.712812921102037
26997,Shot Chart Detail,0021700346,526,201939,Stephen Curry,1610612744,Golden State Warriors,3,0,44,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-182,197,1,1,20171204,NOP,GSW,181.73800303035625,148.23324697753566
27008,Shot Chart Detail,0021700346,644,201939,Stephen Curry,1610612744,Golden State Warriors,4,4,51,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,24,32,1,1,20171204,NOP,GSW,292.47520861406804,38.430780618346944
41661,Shot Chart Detail,0021700535,19,201939,Stephen Curry,1610612744,Golden State Warriors,1,10,27,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-14,21,1,1,20171230,GSW,MEM,248.12435565298213,17.24871130596428
41662,Shot Chart Detail,0021700535,26,201939,Stephen Curry,1610612744,Golden State Warriors,1,9,52,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,18,263,1,1,20171230,GSW,MEM,419.8431207968716,267.8230854637602
41676,Shot Chart Detail,0021700535,81,201939,Stephen Curry,1610612744,Golden State Warriors,1,5,28,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-1,18,1,1,20171230,GSW,MEM,259.39230484541326,17.73205080756888
41700,Shot Chart Detail,0021700535,229,201939,Stephen Curry,1610612744,Golden State Warriors,2,6,12,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,27,128,241,1,1,20171230,GSW,MEM,517.1414148746998,275.2974966311837
41704,Shot Chart Detail,0021700535,255,201939,Stephen Curry,1610612744,Golden State Warriors,2,4,21,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,76,258,1,1,20171230,GSW,MEM,474.95636945092343,278.3641386247653
41706,Shot Chart Detail,0021700535,283,201939,Stephen Curry,1610612744,Golden State Warriors,2,2,37,Made Shot,Step Back Jump shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-232,46,1,1,20171230,GSW,MEM,44.55811238272278,-16.164212644020466
41708,Shot Chart Detail,0021700535,286,201939,Stephen Curry,1610612744,Golden State Warriors,2,2,9,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-185,188,1,1,20171230,GSW,MEM,173.54185060764962,138.4293994002423
41713,Shot Chart Detail,0021700535,321,201939,Stephen Curry,1610612744,Golden State Warriors,3,11,24,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,18,107,148,1,1,20171230,GSW,MEM,442.4478398400646,176.67056359013014
