,GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM,NEW_X,NEW_Y
70941,Shot Chart Detail,0021700900,434,201939,Stephen Curry,1610612744,Golden State Warriors,3,1,37,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,114,231,1,1,20180226,NYK,GSW,497.36791218280354,261.546207937148
72264,Shot Chart Detail,0021700917,59,201939,Stephen Curry,1610612744,Golden State Warriors,1,6,49,Made Shot,Pullup Jump shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,24,241,53,1,1,20180228,WAS,GSW,521.5995642670501,117.57575537590057
72270,Shot Chart Detail,0021700917,114,201939,Stephen Curry,1610612744,Golden State Warriors,1,2,22,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,27,-124,243,1,1,20180228,WAS,GSW,266.29611541307906,209.77430013854078
72274,Shot Chart Detail,0021700917,143,201939,Stephen Curry,1610612744,Golden State Warriors,1,0,12,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-144,204,1,1,20180228,WAS,GSW,223.77945491468364,165.41531628991834
72306,Shot Chart Detail,0021700917,432,201939,Stephen Curry,1610612744,Golden State Warriors,3,3,25,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-6,4,1,1,20180228,WAS,GSW,246.3094010767585,2.392304845413264
72309,Shot Chart Detail,0021700917,455,201939,Stephen Curry,1610612744,Golden State Warriors,3,2,11,Made Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-235,0,1,1,20180228,WAS,GSW,15.0,-62.968060221313834
73148,Shot Chart Detail,0021700928,8,201939,Stephen Curry,1610612744,Golden State Warriors,1,11,21,Made Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-8,7,1,1,20180302,ATL,GSW,246.0414518843274,4.856406460551018
73158,Shot Chart Detail,0021700928,74,201939,Stephen Curry,1610612744,Golden State Warriors,1,5,24,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-221,113,1,1,20180302,ATL,GSW,94.24058041842771,53.78322847272189
73179,Shot Chart Detail,0021700928,241,201939,Stephen Curry,1610612744,Golden State Warriors,2,5,29,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-175,189,1,1,20180302,ATL,GSW,184.11920087683927,142.10889132455353
73181,Shot Chart Detail,0021700928,244,201939,Stephen Curry,1610612744,Golden State Warriors,2,4,53,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,17,26,174,1,1,20180302,ATL,GSW,376.45894683899485,180.96667900320918
73182,Shot Chart Detail,0021700928,259,201939,Stephen Curry,1610612744,Golden State Warriors,2,4,23,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,206,133,1,1,20180302,ATL,GSW,532.7875858022202,188.1975336408113
73185,Shot Chart Detail,0021700928,270,201939,Stephen Curry,1610612744,Golden State Warriors,2,3,27,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,6,12,1,1,20180302,ATL,GSW,262.9282032302755,13.607695154586736
73188,Shot Chart Detail,0021700928,322,201939,Stephen Curry,1610612744,Golden State Warriors,2,0,4,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-24,18,1,1,20180302,ATL,GSW,236.39230484541326,11.569219381653056
73189,Shot Chart Detail,0021700928,352,201939,Stephen Curry,1610612744,Golden State Warriors,3,11,17,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,126,215,1,1,20180302,ATL,GSW,500.1303078757695,248.76159824632146
75897,Shot Chart Detail,0021700963,18,201939,Stephen Curry,1610612744,Golden State Warriors,1,10,14,Made Shot,Floating Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,18,92,157,1,1,20180306,GSW,BKN,432.64399226277123,181.6513257036633
75910,Shot Chart Detail,0021700963,128,201939,Stephen Curry,1610612744,Golden State Warriors,1,1,55,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,-58,50,1,1,20180306,GSW,BKN,220.8675134594813,34.45894683899488
75911,Shot Chart Detail,0021700963,134,201939,Stephen Curry,1610612744,Golden State Warriors,1,1,24,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,28,-25,284,1,1,20180306,GSW,BKN,388.96747644985373,277.30127018922195
75912,Shot Chart Detail,0021700963,140,201939,Stephen Curry,1610612744,Golden State Warriors,1,0,58,Made Shot,Running Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,27,2,278,1,1,20180306,GSW,BKN,412.50337483471594,278.53589838486226
75925,Shot Chart Detail,0021700963,229,201939,Stephen Curry,1610612744,Golden State Warriors,2,5,16,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,38,248,1,1,20180306,GSW,BKN,431.1828667590272,258.1820693123827
75941,Shot Chart Detail,0021700963,333,201939,Stephen Curry,1610612744,Golden State Warriors,3,9,13,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-11,16,1,1,20180306,GSW,BKN,248.23760430703402,13.05255888325765
75943,Shot Chart Detail,0021700963,335,201939,Stephen Curry,1610612744,Golden State Warriors,3,8,43,Made Shot,Running Finger Roll Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-23,47,1,1,20180306,GSW,BKN,254.1354626519124,40.837168574084174
75951,Shot Chart Detail,0021700963,386,201939,Stephen Curry,1610612744,Golden State Warriors,3,4,23,Made Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-236,33,1,1,20180306,GSW,BKN,33.052558883257646,-30.23600941374496
75954,Shot Chart Detail,0021700963,402,201939,Stephen Curry,1610612744,Golden State Warriors,3,3,30,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,17,71,160,1,1,20180306,GSW,BKN,413.37604307034013,179.0243926626097
75956,Shot Chart Detail,0021700963,423,201939,Stephen Curry,1610612744,Golden State Warriors,3,1,59,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,9,18,1,1,20180306,GSW,BKN,269.39230484541326,20.411542731880104
75957,Shot Chart Detail,0021700963,431,201939,Stephen Curry,1610612744,Golden State Warriors,3,1,25,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,150,210,1,1,20180306,GSW,BKN,521.2435565298214,250.1923788646684
75958,Shot Chart Detail,0021700963,434,201939,Stephen Curry,1610612744,Golden State Warriors,3,1,1,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,27,-147,235,1,1,20180306,GSW,BKN,238.67731325956206,195.61146871262497
85932,Shot Chart Detail,0021701087,45,201939,Stephen Curry,1610612744,Golden State Warriors,1,8,40,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,17,-109,132,1,1,20180323,GSW,ATL,217.21023553303058,102.79353802500762
85952,Shot Chart Detail,0021701087,245,201939,Stephen Curry,1610612744,Golden State Warriors,2,6,26,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,16,-113,115,1,1,20180323,GSW,ATL,203.39528095680697,84.72174125528313
85955,Shot Chart Detail,0021701087,250,201939,Stephen Curry,1610612744,Golden State Warriors,2,5,28,Made Shot,Pullup Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,12,56,110,1,1,20180323,GSW,ATL,369.50852961085883,125.00515477614287
85956,Shot Chart Detail,0021701087,255,201939,Stephen Curry,1610612744,Golden State Warriors,2,5,5,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,17,103,142,1,1,20180323,GSW,ATL,434.98373822492687,169.59876682040564
85963,Shot Chart Detail,0021701087,314,201939,Stephen Curry,1610612744,Golden State Warriors,2,1,48,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,15,158,-1,1,1,20180323,GSW,ATL,407.42264973081035,41.335972404117385
85968,Shot Chart Detail,0021701087,356,201939,Stephen Curry,1610612744,Golden State Warriors,3,10,58,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,184,190,1,1,20180323,GSW,ATL,543.6965511460289,239.30265140732658
85970,Shot Chart Detail,0021701087,373,201939,Stephen Curry,1610612744,Golden State Warriors,3,9,32,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,18,-145,112,1,1,20180323,GSW,ATL,169.66323014923807,73.1473670974872
85975,Shot Chart Detail,0021701087,417,201939,Stephen Curry,1610612744,Golden State Warriors,3,5,53,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,59,257,1,1,20180323,GSW,ATL,457.37901918173384,272.80900235343626
85978,Shot Chart Detail,0021701087,431,201939,Stephen Curry,1610612744,Golden State Warriors,3,4,30,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-7,32,1,1,20180323,GSW,ATL,261.47520861406804,30.124355652982143
85980,Shot Chart Detail,0021701087,453,201939,Stephen Curry,1610612744,Golden State Warriors,3,3,30,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,217,132,1,1,20180323,GSW,ATL,543.2102355330306,190.14497475755363
